date_requested,uuid,title,description,keywords,snippet,url,image_url,language,published_at,source,relevance_score,ticker
2025-01-15,778986b3-33bc-4122-8433-83f2ef74e232,Apple in talks with Barclays to replace Goldman Sachs card deal- Reuters By Investing.com,Apple in talks with Barclays to replace Goldman Sachs card deal- Reuters,,"Investing.com-- Apple Inc (NASDAQ: ) is in talks with Barclays (NYSE: ) to replace Goldman Sachs Group Inc (NYSE: ) as its credit card partner, Reuters reported...",https://www.investing.com/news/stock-market-news/apple-in-talks-with-barclays-to-replace-goldman-sachs-card-deal-reuters-3815501,https://i-invdn-com.investing.com/news/LYNXMPEA6U0J8_L.jpg,en,2025-01-15 23:33:11+00:00,investing.com,,AAPL
2025-01-22,2c7bdc08-33b0-4eef-991b-303f611db802,Samsung unveils Galaxy S25 phone with Qualcomm chips and enhanced AI features By Reuters,Samsung unveils Galaxy S25 phone with Qualcomm chips and enhanced AI features,,"By Hyunjoo Jin and Stephen Nellis

SEOUL/SAN FRANCISCO (Reuters) - Samsung Electronics (KS: ) on Wednesday unveiled its newest flagship smartphone, powered by Q...",https://www.investing.com/news/stock-market-news/samsung-unveils-galaxy-s25-phone-with-qualcomm-chips-and-enhanced-ai-features-3825376,https://i-invdn-com.investing.com/news/LYNXMPEA6M0X8_L.jpg,en,2025-01-22 19:40:51+00:00,investing.com,,AAPL
2025-01-22,769a163c-b23d-49a9-94fa-17af778e8c36,"Apple struggles in 2025, diverging from the other magnificent seven names","In 2025, the performance of the magnificent seven stocks shows notable divergence, with Apple (AAPL) standing out as the weakest member.",,"In 2025, the performance of the magnificent seven stocks shows notable divergence, with Apple (NASDAQ:AAPL) standing out as the only stock in the group that is ...",https://seekingalpha.com/news/4397529-apple-struggles-in-2025-diverging-from-the-other-magnificent-seven-names,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1705316992/image_1705316992.jpg?io=getty-c-w750,en,2025-01-22 21:48:05+00:00,seekingalpha.com,,AAPL
2025-01-22,96634f82-a1ad-4f95-916e-0a0d3302ae85,Apple (AAPL) Ascends But Remains Behind Market: Some Facts to Note,"In the closing of the recent trading day, Apple (AAPL) stood at $223.83, denoting a +0.53% change from the preceding trading day.","stock, stocks, investment, investment advice, investing, online trading, online investment, online stock trading, stock market, financial, financial planning, quote, quotes, stock quotes","This page has not been authorized, sponsored, or otherwise approved or endorsed by the companies represented herein. Each of the company logos represented herei...",https://www.zacks.com/stock/news/2401656/apple-aapl-ascends-but-remains-behind-market-some-facts-to-note?cid=CS-ZC-FT-tale_of_the_tape|yseop_template_6-2401656,https://staticx-tuner.zacks.com/images/default_article_images/default125.jpg,en,2025-01-22 22:45:18+00:00,zacks.com,,AAPL
2025-01-28,fe2fdf1c-d8f1-4449-8d71-504a0725ea61,"Market Recap: Tech Stocks Rebound After AI Scare, Fed Meeting in Focus","In a dramatic turnaround from Monday's tech-driven selloff, U.S. stock markets rallied on Tuesday, January 28, 2025, as investors reassessed the impact of a",,"S&P 500, Nasdaq, and Dow Jones Recover as AI Concerns Ease

In a dramatic turnaround from Monday’s tech-driven selloff, U.S. stock markets rallied on Tuesday,...",https://thestockmarketwatch.com/stock-market-news/market-recap-tech-stocks-rebound-after-ai-scare-fed-meeting-in-focus/48816/,https://thestockmarketwatch.com/stock-market-news/wp-content/uploads/2024/08/5.jpg,en,2025-01-28 22:28:35+00:00,thestockmarketwatch.com,,AAPL
2025-01-28,27410e99-d2bf-4d0f-8408-7b6cbf46413d,"Tech mogul doubts DeepSeek claims, says US media fell for 'CCP propaganda'",Aduril founder Palmer Luckey does not buy some of the claims about Chinese firm DeepSeek's new artificial intelligence model and slammed U.S. media for,,American entrepreneur Palmer Luckey is not buying a lot of the hype this week over Chinese startup DeepSeek's artificial intelligence (AI) models and accused th...,https://www.foxbusiness.com/technology/tech-mogul-doubts-deepseek-claims-says-us-media-fell-ccp-propaganda,https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2025/01/0/0/palmer-luckey-anduril.jpg?ve=1&tl=1,en,2025-01-28 23:09:04+00:00,foxbusiness.com,,AAPL
2025-01-28,a2326982-f0d4-4be1-9b99-de3db0b5b2d9,DeepSeek Shows China Playbook for Even Bigger US Shock on Chips,The success of DeepSeek’s new AI model points to how China might eventually achieve an even bigger technological breakthrough in the face of US export curbs: Produc…,"BLOOM, Canada","This advertisement has not loaded yet, but your article continues below.

DeepSeek Shows China Playbook for Even Bigger US Shock on Chips The success of DeepSee...",https://financialpost.com/pmn/business-pmn/deepseek-shows-china-playbook-for-even-bigger-us-shock-on-chips,https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2025/01/776274494-2.jpg,en,2025-01-28 23:41:44+00:00,financialpost.com,,AAPL
2025-01-30,71a6081c-9433-4ddb-b403-b3c05e35fad9,Apple Q1: Growth Will Take Time (NASDAQ:AAPL),"Apple Inc. beat revenue expectations in its fiscal Q1 earnings, but iPhone sales struggle. Click for my updated look at AAPL stock prospects following the results.",,"I am a market enthusiast and part-time trader. I started writing for Seeking Alpha in 2011, and it has been a tremendous opportunity and learning experience. I ...",https://seekingalpha.com/article/4753621-apple-q1-growth-will-take-time,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/113252283/image_113252283.jpg?io=getty-c-w1536,en,2025-01-30 23:20:27+00:00,seekingalpha.com,,AAPL
2025-01-30,34a89c41-9749-4abb-b326-545720ebd3df,"Compared to Estimates, Apple (AAPL) Q1 Earnings: A Look at Key Metrics","The headline numbers for Apple (AAPL) give insight into how the company performed in the quarter ended December 2024, but it may be worthwhile to compare some of its key metrics to Wall Street estimates and the year-ago actuals.","stock, stocks, investment, investment advice, investing, online trading, online investment, online stock trading, stock market, financial, financial planning, quote, quotes, stock quotes","This page has not been authorized, sponsored, or otherwise approved or endorsed by the companies represented herein. Each of the company logos represented herei...",https://www.zacks.com/stock/news/2407146/compared-to-estimates-apple-aapl-q1-earnings-a-look-at-key-metrics?cid=CS-ZC-FT-fundamental_analysis|nfm-2407146,https://staticx-tuner.zacks.com/images/default_article_images/default271.jpg,en,2025-01-30 23:30:08+00:00,zacks.com,,AAPL
2025-01-30,0f9530ee-7abc-475e-9403-528160fdcedb,U.S. Stock Market’s Shocking Plunge: Is This Just the Beginning?,"The U.S. stock market has been on a rollercoaster ride, but its latest drop sent shockwaves through Wall Street. At the heart of the turmoil? A massive sell-off in tech stocks, triggered by a…",,"The U.S. stock market has been on a rollercoaster ride, but its latest drop sent shockwaves through Wall Street. At the heart of the turmoil? A massive sell-off...",https://medium.com/@thanusan940s/u-s-stock-markets-shocking-plunge-is-this-just-the-beginning-043f17ce3bad,https://miro.medium.com/v2/resize:fit:700/1*6CWqDo-7P-jEW2aPXcodpg@2x.jpeg,en,2025-01-30 23:44:01+00:00,medium.com,,AAPL
2025-03-05,948a9fbf-3216-4a5b-87ce-e02397f79c25,Apple (AAPL): Alibaba Partnership Sparks Optimism for Chinese Market Growth,"We recently published a list of Top 10 AI Stocks Analysts Are Monitoring. In this article, we are going to take a look at where Apple Inc.",,"We recently published a list of Top 10 AI Stocks Analysts Are Monitoring. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands ...",https://www.insidermonkey.com/blog/apple-aapl-alibaba-partnership-sparks-optimism-for-chinese-market-growth-1472213/,https://d2gr5kl7dt2z3t.cloudfront.net/blog/wp-content/uploads/2023/09/19155253/AAPL-insidermonkey-1695153171712.jpg,en,2025-03-05 20:10:03+00:00,insidermonkey.com,,AAPL
2025-03-05,83c6810d-727c-469c-b3cb-53962f920022,"The Goldman Sachs Group, Inc. (GS): Among the Best Undervalued Stocks to Invest In Now","We recently compiled a list of the 11 Best Undervalued Stocks to Invest in Now. In this article, we are going to take a look at where The Goldman Sachs Group, Inc.",,"We recently compiled a list of the 11 Best Undervalued Stocks to Invest in Now. In this article, we are going to take a look at where The Goldman Sachs Group, I...",https://www.insidermonkey.com/blog/the-goldman-sachs-group-inc-gs-among-the-best-undervalued-stocks-to-invest-in-now-1472965/,https://d2gr5kl7dt2z3t.cloudfront.net/blog/wp-content/uploads/2023/09/20135424/GS-insidermonkey-1695232462348.jpg,en,2025-03-05 21:23:40+00:00,insidermonkey.com,,AAPL
2025-03-05,d6e23e62-2501-4340-b0ed-a8debb81493a,"ASX Market Open: ‘Pause’ for some Trump tariffs enough to slow March slump | March 6, 2025",Australian shares are now expected to wade into positive territory this Thursday…,,"Join our daily newsletter At The Bell to receive exclusive market insights

Australian shares are now expected to wade into positive territory this Thursday mor...",https://themarketonline.com.au/asx-market-open-pause-for-some-trump-tariffs-enough-to-slow-march-slump-march-6-2025-2025-03-06/,https://themarketonline.com.au/wp-content/uploads/2024/02/49094-Thumb-MO-1280x720-e1725577078375.jpg,en,2025-03-05 21:41:28+00:00,themarketherald.com.au,,AAPL
2025-03-10,b187d1a9-f476-4c33-bc7b-f59b26e2b1a4,US stocks lose $4 trillion as Trump pushes tariffs,Trump over the weekend declined to predict whether the U.S. could face a recession as investors worried about the impact of his trade policy.,reuters,"NEW YORK: President Donald Trump’s tariffs have spooked investors, with fears of an economic downturn driving a stock market sell-off that has wiped out $4 tr...",https://thesun.my/world-news/us-stock-market-loses-4-trillion-in-value-as-trump-plows-ahead-on-tariffs-CN13783472,https://thesun.my/binrepository/481x321/0c0/480d250/none/11808/QIWR/itwb3wz5njpo3dfxyxcdyab2gu_5036664_20250311073917.jpg,en,2025-03-10 23:37:38+00:00,thesundaily.my,,AAPL
2025-03-10,a31e03b8-eb61-49a8-95cc-2840aeac3290,Unemployable Youth Put Indonesia's Manufacturing Dream at Risk,Student protests over education cuts are a reminder of the Southeast Asian nation’s skills gap,"BLOOM, energy","This advertisement has not loaded yet, but your article continues below.

Unemployable Youth Put Indonesia's Manufacturing Dream at Risk Student protests over e...",https://financialpost.com/pmn/business-pmn/unemployable-youth-put-indonesias-manufacturing-dream-at-risk,https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2025/03/pt-united-tractors-workshop-and-school-in-jakarta.jpg,en,2025-03-10 23:37:45+00:00,financialpost.com,,AAPL
2025-03-10,72fd79a3-4a44-47e3-806d-99b1b8af7933,U.S. Stock Market Plummets Amid Tariff Policy Concerns,"Investors are increasingly worried about the uncertainty surrounding tariff policies, leading to significant declines in U.S. stock markets. The three major ind","GuruFocus, Article, News, GuruFocus News, AAPL","Investors are increasingly worried about the uncertainty surrounding tariff policies, leading to significant declines in U.S. stock markets. The three major ind...",https://www.gurufocus.com/news/2734528/us-stock-market-plummets-amid-tariff-policy-concerns,https://static.gurufocus.com/logos/0C00000ADA.png?20,en,2025-03-10 23:50:20+00:00,gurufocus.com,,AAPL
2025-03-14,d43c83b3-c0aa-483d-bfb9-c120d72ade8a,Apple (AAPL) Rises But Trails Market: What Investors Should Know,"Apple (AAPL) concluded the recent trading session at $213.49, signifying a +1.82% move from its prior day's close.","stock, stocks, investment, investment advice, investing, online trading, online investment, online stock trading, stock market, financial, financial planning, quote, quotes, stock quotes","This page has not been authorized, sponsored, or otherwise approved or endorsed by the companies represented herein. Each of the company logos represented herei...",https://www.zacks.com/stock/news/2430408/apple-aapl-rises-but-trails-market-what-investors-should-know?cid=CS-ZC-FT-tale_of_the_tape|yseop_template_6-2430408,https://staticx-tuner.zacks.com/images/default_article_images/default321.jpg,en,2025-03-14 21:45:10+00:00,zacks.com,,AAPL
2025-03-14,97fe530b-68ae-4bc2-8547-70d87a097cc7,"Citi Removes Apple Inc. (AAPL) from Catalyst Watch, Maintains ‘Buy’ Amid Siri Delay","Celestial AI™, creator of the Photonic Fabric™ optical interconnect technology platform, recently announced that it has raised an additional $250 million in venture capital, bringing its total raised...",,"Artificial intelligence is the greatest investment opportunity of our lifetime. The time to invest in groundbreaking AI is now, and this stock is a steal!

The ...",https://www.insidermonkey.com/blog/citi-removes-apple-inc-aapl-from-catalyst-watch-maintains-buy-amid-siri-delay-1482419/,https://d2gr5kl7dt2z3t.cloudfront.net/blog/wp-content/uploads/2023/09/19155253/AAPL-insidermonkey-1695153171712.jpg,en,2025-03-14 22:19:37+00:00,insidermonkey.com,,AAPL
2025-03-14,836dc7fc-4b1a-4410-9083-5ebd1ce98bde,Tech Stocks Surge as US Markets Rebound Despite Weekly Losses,"Investors managed to look past recent tariff-related news, leading to a significant rebound in US stock markets. On Friday, the Dow Jones Industrial Average ros","GuruFocus, Article, News, GuruFocus News, AAPL","Investors managed to look past recent tariff-related news, leading to a significant rebound in US stock markets. On Friday, the Dow Jones Industrial Average ros...",https://www.gurufocus.com/news/2739383/tech-stocks-surge-as-us-markets-rebound-despite-weekly-losses,https://static.gurufocus.com/logos/0C00000ADA.png?20,en,2025-03-14 22:20:13+00:00,gurufocus.com,,AAPL
2025-03-28,0136f5f5-6c25-43f7-9452-8ab12743aa0b,Trump’s Pick for Wall Street Prosecutor Will Keep Apollo Stock,,"President Donald Trump, Wall Street, Jay Clayton, Apollo Global Management, US Attorney","President Donald Trump’s pick to police Wall Street’s financial crimes plans to hang onto holdings in Apollo Global Management, American Express and a digit...",https://www.livemint.com/companies/company-results/trumps-pick-for-wall-street-prosecutor-will-keep-apollo-stock-11743196168585.html,https://www.livemint.com/lm-img/img/2024/12/06/1600x900/company_4_1733465206851_1733465215415.png,en,2025-03-28 21:09:28+00:00,livemint.com,,AAPL
2025-03-28,6c2240b0-81f0-4405-9207-90b5f14a6841,US Stocks Plunge Amid Rising Inflation and Trade Uncertainty,U.S. stock markets faced significant sell-offs due to rising inflation and global trade policy uncertainties. The Dow Jones Industrial Average dropped as much a,"GuruFocus, Article, News, GuruFocus News, AAPL",U.S. stock markets faced significant sell-offs due to rising inflation and global trade policy uncertainties. The Dow Jones Industrial Average dropped as much a...,https://www.gurufocus.com/news/2755289/us-stocks-plunge-amid-rising-inflation-and-trade-uncertainty,https://static.gurufocus.com/logos/0C00000ADA.png?20,en,2025-03-28 21:40:15+00:00,gurufocus.com,,AAPL
2025-03-28,5d5d25fa-1abe-4126-bc27-1582b962a91f,"Skyworks Solutions, Inc. (SWKS) Investors Who Lost Money Have Opportunity to Lead Securities Fraud Lawsuit","PR NewswireLOS ANGELES, March 28, 2025



LOS ANGELES, March 28, 2025 /PRNewswire/ -- The Law Offices of Frank R. Cruz announces that investors with losses re","GuruFocus, Article, News, PRNewswire, NAS:SWKS","LOS ANGELES, March 28, 2025 /PRNewswire/ -- The Law Offices of Frank R. Cruz announces that investors with losses related to Skyworks Solutions, Inc. (""Skyworks...",https://www.gurufocus.com/news/2755355/skyworks-solutions-inc-swks-investors-who-lost-money-have-opportunity-to-lead-securities-fraud-lawsuit,https://static.gurufocus.com/images/global_logo_twitter_card.png,en,2025-03-28 22:00:11+00:00,gurufocus.com,,AAPL
2025-04-04,42f9602c-eca4-4300-aa53-83e7751dbd7b,Market Recap: Wall Street Plunges as Trump's Tariffs Trigger Global Selloff,"The U.S. stock market experienced a dramatic selloff on Friday, April 4, 2025, as investors reacted to President Donald Trump's sweeping new",,"Major Indexes Suffer Worst Day Since 2020 as Trade War Fears Intensify

The U.S. stock market experienced a dramatic selloff on Friday, April 4, 2025, as invest...",https://thestockmarketwatch.com/stock-market-news/market-recap-wall-street-plunges-as-trumps-tariffs-trigger-global-selloff-april-4-2025/49156/,https://thestockmarketwatch.com/stock-market-news/wp-content/uploads/2024/08/5.jpg,en,2025-04-04 21:28:55+00:00,thestockmarketwatch.com,,AAPL
2025-04-04,18187b05-4415-44ca-97cd-e206a2d94c46,Stocks Just Had One of Their Worst Weeks of This Century—Here Are the Grim Details,"Stocks tumbled on Friday, adding to the previous day's massive losses and capping off one of the worst weeks on Wall Street since the turn of the century.",,"Stocks tumbled on Friday, adding to the previous day's massive losses and capping off one of the worst weeks on Wall Street since the turn of the century.

Mark...",https://www.investopedia.com/stocks-just-had-one-of-their-worst-weeks-of-this-century-11709694,https://www.investopedia.com/thmb/3n3ZzmCh-on8McGIffn_-oK3KqU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-2207863775-04a071b988774fcf860c160da49858e6.jpg,en,2025-04-04 22:15:14+00:00,investopedia.com,,AAPL
2025-04-04,d415a232-a123-4425-b8fe-fb46798d3c74,Market Today: Tech Giants Eye Government Contracts Amid Tariff Turmoil,"Market Overview
This week witnessed a significant downturn in U.S. equity markets, primarily driven by escalating trade tensions and recession fears. President","GuruFocus, Article, News, GuruFocus News, AAPL, AMZN, MSFT, ORCL, MRVL, ON, BA, LMT, NKE, LULU, DOW, LYB, 228K(consensus130K);Priorrevisedto117Kfrom151K</li>
<li>MarchNonfarmPrivatePayrolls","Market Overview

This week witnessed a significant downturn in U.S. equity markets, primarily driven by escalating trade tensions and recession fears. President...",https://www.gurufocus.com/news/2763753/market-today-tech-giants-eye-government-contracts-amid-tariff-turmoil,https://static.gurufocus.com/1732803573856661504.png,en,2025-04-04 22:32:24+00:00,gurufocus.com,,AAPL
2025-04-09,fbc932ba-d4db-4e5c-a483-a53fe2f76e4e,Market Today: Trump's Tariff Pause Sparks Historic Market Rally,"Market Overview
It was a significant day for the stock market, with major indices experiencing substantial gains. The Nasdaq Composite surged nearly 12%, the S&","GuruFocus, Article, News, GuruFocus News, TSLA, NVDA, BABA, AMZN, W, URBN, AAPL, STLA, MU, C, JPM, +267at6238</li>
<li>NaturalGas","Market Overview

It was a significant day for the stock market, with major indices experiencing substantial gains. The Nasdaq Composite surged nearly 12%, the S...",https://www.gurufocus.com/news/2770133/market-today-trumps-tariff-pause-sparks-historic-market-rally,https://static.gurufocus.com/1732803573856661504.png,en,2025-04-09 22:32:32+00:00,gurufocus.com,,AAPL
2025-04-09,56c938a8-d63c-4755-aceb-d065e5fca381,Jim Cramer shares 4 lessons learned from Trump tariff turmoil,"As stocks cheered President Trump's tariff pause on Wednesday, CNBC's Jim Cramer shared four lessons from the past week of market action.","Tariff, Donald Trump, Donald J. Trump, Markets, Business, Investment strategy, Stock markets, Jim Cramer, Russell 2000 Index, Dow Jones Industrial Average, S&P 500 Index, NASDAQ Composite, Apple Inc, NVIDIA Corp, business news","watch now

After President Donald Trump issued a 90-day pause on most of his ""reciprocal"" tariffs and stocks staged a historic rally, CNBC's Jim Cramer on Wedne...",https://www.cnbc.com/2025/04/09/jim-cramer-lessons-trump-tariff-turmoil.html,https://image.cnbcfm.com/api/v1/image/107090828-1658244301273-NUP_198367_00757_copy.jpg?v=1698420179&w=1920&h=1080,en,2025-04-09 23:12:14+00:00,cnbc.com,,AAPL
2025-04-09,3b3c35a4-68bd-4f87-8428-afea8e0a9a03,Dow Jones: Double Bottom in Focus as Tariff Volatility Persists,"Market Analysis by  covering: Dow Jones Industrial Average, CBOE Volatility Index. Read 's Market Analysis on Investing.com",,"The Dow Jones is showing a potential double bottom pattern amid China’s retaliatory tariffs.

Volatility is high, with the S&P 500 experiencing a significant ...",https://www.investing.com/analysis/dow-jones-double-bottom-in-focus-as-tariff-volatility-persists-200659301,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,en,2025-04-09 23:24:00+00:00,investing.com,,AAPL
2025-04-16,f7c8ab35-c7e9-48c9-ba0f-17ee4978fed5,Tech Stocks Plunge as Fed Chair Powell Expresses Inflation Concerns,Federal Reserve Chair Jerome Powell expressed concerns about the central bank's challenge in balancing inflation control with economic growth. Following his rem,"GuruFocus, Article, News, GuruFocus News, AAPL",Federal Reserve Chair Jerome Powell expressed concerns about the central bank's challenge in balancing inflation control with economic growth. Following his rem...,https://www.gurufocus.com/news/2785258/tech-stocks-plunge-as-fed-chair-powell-expresses-inflation-concerns,https://static.gurufocus.com/logos/0C00000ADA.png?20,en,2025-04-16 22:10:11+00:00,gurufocus.com,,AAPL
2025-04-16,39232fd1-0977-4e4c-9bf5-2c7636390e29,Sandberg Challenged Over Meta Business Moves During FTC Trial,,"Sheryl Sandberg, Meta Platforms Inc., Federal Trade Commission, social media monopoly, Instagram acquisition","(Bloomberg) -- Sheryl Sandberg, the former chief operating officer of Meta Platforms Inc., faced sharp questioning from the US Federal Trade Commission as its s...",https://www.livemint.com/companies/news/sandberg-challenged-over-meta-business-moves-during-ftc-trial-11744841649643.html,https://www.livemint.com/lm-img/img/2024/12/06/1600x900/company_1_1733464951182_1733464958176.png,en,2025-04-16 22:14:09+00:00,livemint.com,,AAPL
2025-04-16,b1ee1e9d-5b10-4294-91af-6012eb2ea191,"Trump's tariff policies have put Big Tech in a jam, Jim Cramer says",CNBC's Jim Cramer on Wednesday opined on how Trump's tariffs will impact Big Tech.,"Jim Cramer, Stock markets, Investment strategy, Business, Markets, NVIDIA Corp, Apple Inc, NASDAQ Composite, business news",CNBC's Jim Cramer on Wednesday explained why he thinks the Trump administration's tariffs and trade regulations have put companies that manufacture heavily outs...,https://www.cnbc.com/2025/04/16/trumps-tariff-policies-have-put-big-tech-in-a-jam-jim-cramer-says-.html,https://image.cnbcfm.com/api/v1/image/105670426-1547566811335cramer.jpg?v=1697496519&w=1920&h=1080,en,2025-04-16 23:06:09+00:00,cnbc.com,,AAPL
2025-04-24,e71c163e-faa6-4d85-91dc-2e66a7f54f5c,"US Stock Markets Rally as Tech Giants Gain, IBM Falls","Investors remain focused on global trade developments, contributing to a positive performance in US stock markets. The Dow Jones Industrial Average rose for the","GuruFocus, Article, News, GuruFocus News, AAPL","Investors remain focused on global trade developments, contributing to a positive performance in US stock markets. The Dow Jones Industrial Average rose for the...",https://www.gurufocus.com/news/2803236/us-stock-markets-rally-as-tech-giants-gain-ibm-falls,https://static.gurufocus.com/logos/0C00000ADA.png?20,en,2025-04-24 22:10:13+00:00,gurufocus.com,,AAPL
2025-04-24,caee3df8-3c61-43fb-bf3a-fc827ec38c76,US Stocks Surge as Fed Rate Cut Speculations Boost Tech Sector,U.S. stock markets rallied with tech stocks leading the charge after Federal Reserve officials hinted at a potential rate cut in June. The Dow Jones Industrial,"GuruFocus, Article, News, GuruFocus News, NVDA",U.S. stock markets rallied with tech stocks leading the charge after Federal Reserve officials hinted at a potential rate cut in June. The Dow Jones Industrial ...,https://www.gurufocus.com/news/2803389/us-stocks-surge-as-fed-rate-cut-speculations-boost-tech-sector,https://static.gurufocus.com/logos/0C00000BXN.png?20,en,2025-04-24 22:50:16+00:00,gurufocus.com,,AAPL
2025-04-24,3da487b5-5728-4d72-8f08-0dbb9afb08b7,Apple (AAPL) Realigns Robotics Team Under Hardware Division,Apple's robotics division transitions to hardware under Senior VP John Ternus to address project delays.    Analysts predict an average 13.47% upside for A,"GuruFocus, Article, News, GuruFocus News, AAPL","Apple's robotics division transitions to hardware under Senior VP John Ternus to address project delays.

Analysts predict an average 13.47% upside for Apple's ...",https://www.gurufocus.com/news/2803395/apple-aapl-realigns-robotics-team-under-hardware-division,https://static.gurufocus.com/logos/0C00000ADA.png?20,en,2025-04-24 22:55:30+00:00,gurufocus.com,,AAPL
2025-05-01,67a8f5a4-561b-4fa0-8a4e-6c74daae7d91,"After-market movers: Stock futures up despite Apple, Amazon falling after earnings (SPX)","U.S. stock index futures were higher after the closing bell on Wednesday, despite Apple (AAPL) and Amazon (AMZN) falling. Read more here.",,"U.S. stock index futures were higher after the closing bell on Wednesday, despite a post-earnings decline in tech titans Apple (NASDAQ:AAPL) and Amazon (NASDAQ:...",https://seekingalpha.com/news/4439582-stock-market-after-hours-nasdaq-sp500-dow-jones-futures,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2187254257/image_2187254257.jpg?io=getty-c-w750,en,2025-05-01 22:01:14+00:00,seekingalpha.com,,AAPL
2025-05-01,c500cbac-f19d-4f54-86fd-ad1a3a049809,Strong Earnings from MSFT and META Propel Nasdaq While Other Stocks React,"The U.S. stock market saw a robust rise as investors focused on major corporate earnings, alleviating economic slowdown concerns. The Nasdaq surged 264 points,","GuruFocus, Article, News, GuruFocus News, MSFT","The U.S. stock market saw a robust rise as investors focused on major corporate earnings, alleviating economic slowdown concerns. The Nasdaq surged 264 points, ...",https://www.gurufocus.com/news/2822811/strong-earnings-from-msft-and-meta-propel-nasdaq-while-other-stocks-react,https://static.gurufocus.com/logos/0C000008EC.png?20,en,2025-05-01 22:10:14+00:00,gurufocus.com,,AAPL
2025-05-01,0fbd3b7f-3429-4d0c-ac6a-33cfd34781fb,"Apple Q2 Earnings: Execution Risks Loom Large, Turning Bearish (Rating Downgrade) (AAPL)","U.S.-China tensions, rising iPhone costs, and lagging AI put Apple Inc. at risk. Click here to find out why AAPL stock is a Sell.",,I have written on Apple Inc. (NASDAQ: AAPL ) several times in the past with a consistently bullish sentiment. The basis of this was that Apple Services will con...,https://seekingalpha.com/article/4780826-apple-q2-earnings-execution-risks-loom-large-turning-bearish-rating-downgrade,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2210511202/image_2210511202.jpg?io=getty-c-w1536,en,2025-05-01 22:50:03+00:00,seekingalpha.com,,AAPL
2025-05-02,13334843-db81-4f3d-ad6f-888ab58bb0bc,Is Apple Inc. (AAPL) the Best NASDAQ Stock to Buy According to Billionaires?,"We recently published a list of 10 Best NASDAQ Stocks to Buy According to Billionaires. In this article, we are going to take a look at where Apple Inc.",,"We recently published a list of 10 Best NASDAQ Stocks to Buy According to Billionaires. In this article, we are going to take a look at where Apple Inc. (NASDAQ...",https://www.insidermonkey.com/blog/is-apple-inc-aapl-the-best-nasdaq-stock-to-buy-according-to-billionaires-1523464/,https://d2gr5kl7dt2z3t.cloudfront.net/blog/wp-content/uploads/2023/09/19155253/AAPL-insidermonkey-1695153171712.jpg,en,2025-05-02 21:42:37+00:00,insidermonkey.com,,AAPL
2025-05-02,7a363d75-dd88-429a-8446-1dcdfc100158,Apple Is Cooked: Headwinds for the Tech Behemoth This Quarter,"Market Analysis by  covering: Apple Inc, Spotify Technology SA. Read 's Market Analysis on Investing.com",,"Apple Inc. (NASDAQ: ), the tech behemoth that has long been a darling of Wall Street, is facing an unusual convergence of challenges that threaten to derail its...",https://www.investing.com/analysis/apple-is-cooked-headwinds-for-the-tech-behemoth-this-quarter-200660299,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,en,2025-05-02 22:02:00+00:00,investing.com,,AAPL
2025-05-02,676b062d-509e-466c-981d-7ca4f67aeb34,Apple Faces Uncertain Outlook Despite Beating on EPS and Revenue in Q2,"Market Analysis by  covering: Apple Inc, Amazon.com Inc. Read 's Market Analysis on Investing.com",,Tariff concerns continue to weigh on Apple (NASDAQ: ) as the stock fell about 4% Friday after the tech giant released its fiscal second quarter earnings Thursda...,https://www.investing.com/analysis/apple-faces-uncertain-outlook-despite-beating-on-eps-and-revenue-in-q2-200660300,https://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,en,2025-05-02 22:07:00+00:00,investing.com,,AAPL
2025-05-12,7df71b2b-6801-49df-8fa7-1df0091cd65c,"Tariffs Out, Price Hikes In: Reiterating Buy On Apple (NASDAQ:AAPL)",Apple Inc. faces declining iPhone sales in China due to competition from Huawei & Xiaomi. Click for how this challenge impacts AAPL growth & spurs innovation.,,Don’t just invest—dominate with Tech Contrarians' realized return on closed positions of 65.8% since inception. You’ll get exclusive insights into high-fo...,https://seekingalpha.com/article/4785748-tariffs-out-price-hikes-in-reiterating-buy-on-apple,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/816101886/image_816101886.jpg?io=getty-c-w1536,en,2025-05-12 22:11:37+00:00,seekingalpha.com,,AAPL
